Text,source_name,source_code
"  The formation of ultracold molecules via stimulated emission followed by a
radiative deexcitation cascade in the presence of a static electric field is
investigated. By analyzing the corresponding cross sections, we demonstrate the
possibility to populate the lowest rotational excitations via photoassociation.
The modification of the radiative cascade due to the electric field leads to
narrow rotational state distributions in the vibrational ground state. External
fields might therefore represent an additional valuable tool towards the
ultimate goal of quantum state preparation of molecules.
",human,0
"A mother-of-one says she is 'devastated' as a new roundabout has permanently blocked access to her new £20,000 driveway. Ksenia Martin says she knew about the £150 million project to widen the A453 outside her home in Clifton, Nottinghamshire, but says she did not realise that the planned roundabout would block her drive permanently. Retired Mrs Martin, who spent £20,000 landscaping and re-paving her garden and driveway, says she has been left devastated by the news. Ksenia Martin (pictured) says she did not know the £150million project would permanently block off her drive . The £150 million roundabout blocks Mrs Martin's brand new driveway - she now has to park around the corner . Mrs Martin has repeatedly tried to sell the house but says she has found no buyers because of the development of the roundabout just yards from her front door. She says she was not aware of the plans before she bought the house, and says the solicitor did not flag them up to her. She says she would never have bought the house  - or spent the money renovating the driveway if she had known. She said: 'I'm devastated - I've spent a lot of money on the driveway, having it re-paved and also having six-foot gates put up. 'There was a leaflet shoved through the door telling me I wouldn't be able to park on my drive because of the building works. 'I got in touch with the number on the leaflet to see how long the road would be shut for and was told I wouldn't be able to use my driveway again.' Mrs Martin's drive (house pictured before the roadworks began) is unusable following the development . The Highways Agency says it has provided a small parking area which Mrs Martin has a permit to use but it is 200 yards away from her front door. As a result, the retired housing scheme manager says she feels isolated and vulnerable. Mrs Martin said: 'Since the work started nobody comes to visit me - family and friends just can't get near the house without a permit. 'Because I can't carry more than two or three bags from the car to the house I'm having to do three trips to the shops instead of one. 'What I'm most concerned about though is if I fall ill or there's a fire. 'An ambulance or fire engine couldn't get close enough to the house and I'd have to be dragged through the street.' Even once the roadworks are completed, the entrance to her house will not be accessible and she will have to continue parking around the corner. Her home is part of a two-house mini cul-de-sac and the entrance will be permanently closed from now on. Mrs Martin, who bought the house for  £107,000 in June 2011, put her home up for sale in April to try and get away. Four days after advertising her home for £130,000 it sold, but because of the development of the roundabout the sale fell through and she has been unable to find a buyer since. She said: 'I've had another eight viewings but once they took one look at the roadworks they turned round. Mrs Martin has tried putting her house up for sale, but says the roundabout and roadworks puts buyers off . 'I was just wasting my time, so I gave up. I would move house tomorrow if I could.' Mrs Martin says she has not received any compensation. Daughter Lisa Eden, 36, who lives further down Farnborough Road, said: 'It's very frustrating. The 36-year-old said: 'I don't live that far away but if I'm on my way back from somewhere in the car, I can't just pop into my mum's. 'It's also been very upsetting for me to see how distressed my mum has been. 'She feels very isolated and she definitely doesn't get as many visitors anymore.' A spokesman for the Highways Agency said: 'The Highways Agency sympathises with Mrs Martin's predicament. We have worked with her to try and find a potential solution. 'We've explored the possibility, with Nottingham City Council, of whether a new access to the driveway could be provided from the side of the house but this was not possible. Mrs Martin spent £20,000 landscaping and re-paving her garden and driveway - but will not be able to use them . 'A car park for residents has been provided next to Mrs Martin's house, which she now uses. 'As with any scheme, it is standard practice for the Highways Agency to engage with stakeholders on plans and carry out a thorough public consultation before plans are finalised. 'Plans were in place when Mrs Martin purchased the property and local searches and plans indicated the impact the A453 scheme would have had on the property.'",human,0
"i dont care about feedback loops, they're too repetitive",human,0
"Forget soggy bread and burnt edges.  A new wave of culinary enthusiasts, dubbed ""Toast Masters"" by food bloggers, are elevating the humble act of toasting to an art form. These self-proclaimed geniuses aren't just slapping bread in a toaster; they're meticulously crafting the perfect canvas for their sandwich masterpieces.

""It's all about the technique,"" explains Amelia Croft, a self-proclaimed Toast Master and author of the popular blog ""Toasting Tales."" ""The type of bread, the toasting time, even the angle of the bread in the toaster – every detail matters.""

Croft, who boasts a following of over 10,000 dedicated readers, shares her secrets in a recent blog post titled ""The 7 Commandments of Genius Toast.""

The Commandments, according to Croft, include:

1. Choose the Right Bread: Forget white Wonderbread. Toast Masters swear by artisanal sourdough, rye, or even multigrain loaves for their complex flavors and textures.

2. Embrace the Butter:  A thin layer of softened butter, spread evenly, is essential for a golden-brown crust and a touch of richness.

3. Master the Toaster:  Forget pre-set settings. Croft advocates for a hands-on approach, carefully monitoring the toasting process and adjusting the time for perfect doneness.

4. The Angle is Everything:  Positioning the bread at a slight angle in the toaster ensures even browning and prevents soggy centers.

5. Listen to the Toast:  The sound of the toast popping is a symphony to a Toast Master's ears. Learning to recognize the perfect ""pop"" takes practice, but it's crucial for achieving toast perfection.

6. Don't Overcrowd:  Toasting multiple slices at once can lead to uneven browning.  Give each slice its own space in the toaster for optimal results.

7. Season with Salt:  A sprinkle of sea salt on freshly toasted bread elevates the flavor profile and adds a touch of sophistication.

While some may scoff at the idea of ""genius toast,"" the growing popularity of Toast Masters suggests that there's more to this simple act than meets the eye.  Perhaps, in a world obsessed with culinary trends, the humble toast deserves a moment in the spotlight.",google,1
The film's reliance on convenient plot devices and unrealistic character motivations made it a frustrating watch that failed to deliver.,meta,3
"Chromatin remodeling complexes utilize ATP hydrolysis to reposition nucleosomes, altering histone-DNA contact geometry and transcription factor accessibility.",Anthropic,2
"Veridian Tech appoints Sarah Jenkins as Chief Financial Officer, effective immediately.",google,1
"This research paper explores the hidden symmetry and excitonic transitions of the two-dimensional Kane's exciton in the quantum well. Using theoretical calculations and numerical simulations, we investigate the behavior of the excitonic states and their optical transitions in a quantum well structured material. Our findings reveal the manifestation of hidden symmetry in the optical transitions of the excitonic states, which leads to the emergence of new optical selection rules. Furthermore, we demonstrate the role of excitonic interactions and confinement effects in shaping the excitonic spectra and transitions. Our results provide insights into the fundamental properties of two-dimensional excitons in quantum wells and their potential applications in optoelectronic devices.",openai,4
Andreev bound state spectroscopy in topological nanowire junctions reveals zero-bias conductance peaks consistent with Majorana fermion localization at wire endpoints.,Anthropic,2
"  We have discovered a long radio trail at 843 MHz which is apparently
associated with middle age pulsar PSR J1509-5850. The radio trail has a length
of ~7 arcmin. In X-rays, Chandra observations of PSR J1509-5850 reveal an
associated X-ray trail which extends in the same orientation as the radio
trail. Moreover, two clumpy structures are observed along the radio trail. The
larger one is proposed to be the supernova remnant (SNR) candidate MSC
319.9-0.7. Faint X-ray enhancement at the position of the SNR candidate is
found in the Chandra data.
",human,0
"Corston Technology Park completed a GBP 340 million data centre campus expansion in Manchester, United Kingdom.",Anthropic,2
"This research paper examines the geometric phase of an atom inside an adiabatic radio frequency potential. The study uses numerical simulations to explore the behavior of an atom subjected to a time-varying potential. The results show that the geometric phase of the atom is highly sensitive to the shape of the potential. Additionally, the study finds that the geometric phase can be used as a tool to manipulate the spin of the atom. Overall, the research highlights the importance of understanding the geometric phase in quantum systems and its potential applications in quantum information processing.",openai,4
"  The LHC will have unprecedented sensitivity to flavor-changing neutral
current (FCNC) top quark decays, whose observation would be a clear sign of
physics beyond the standard model. Although many details of top flavor
violation are model dependent, the standard model gauge symmetries relate top
FCNCs to other processes, which are strongly constrained by existing data. We
study these constraints in a model independent way, using a low energy
effective theory from which the new physics is integrated out. We consider the
most important operators which contribute to top FCNCs and analyze the current
constraints on them. We find that the data rule out top FCNCs at a level
observable at the LHC due to most of the operators comprising left-handed first
or second generation quark fields, while there remains a substantial window for
top decays mediated by operators with right-handed charm or up quarks. If FCNC
top decays are observed at the LHC, such an analysis may help decipher the
underlying physics.
",human,0
"  It has been recently demonstrated that the orbital velocity profile around
Kerr black holes in the equatorial plane as observed in the locally
non-rotating frame exhibits a non-monotonic radial behaviour. We show here that
this unexpected minimum-maximum feature of the orbital velocity remains if the
Kerr vacuum is generalized to the Kerr-de Sitter or Kerr-anti-de Sitter metric.
This is a new general relativity effect in Kerr spacetimes with non-vanishing
cosmological constant. Assuming that the profile of the orbital velocity is
known, this effect constrains the spacetime parameters.
",human,0
"California may already be in the midst of one of its worst droughts in decades, but now scientists have warned that the southwest is at risk of water shortages which could last up to 30 years. Climate scientists have claimed that the chances of experiencing a decade-long drought in the region have now reached 50 per cent, while the chances of a 'megadrought' lasting more than 30 years is now between 20 and 50 per cent. Researchers from Cornell University, the University of Arizona and U.S. Geological Survey say their predictions should be viewed as 'conservative' as not enough is being done to curb emissions that lead to climate change. Toby Ault, a professor at Cornell, said any of these long droughts would 'be worse than anything seen during the last 2,000 years and would pose unprecedented challenges to water resources in the region'. Roughly 58 per cent of California is now facing 'exceptional' drought conditions, the most severe category of drought, as rivers dry up and farmers warn of crop failures across the state. California is currently in the grips of one of the most severe droughts in the last decade as climate scientists warn the problem could get even worse . Climate experts have warned that the chances of a drought lasting longer than a decade affecting the area are now around 50 per cent . More worryingly the chances of a 'megadrought', lasting more than 30 years, in the southwest are now between 20 and 50 per cent . Researchers claim their estimates should be viewed as 'conservative' as temperatures are still rising due to man-made climate change . The professor who lead the study says a decade-long drought in California would 'be worse than anything seen during the last 2,000 years' Around 60 per cent of California is now facing 'exceptional' drought conditions, the worst possible rating on a scale of five . A buoy sits on cracked earth at the bottom of a dry inlet of Shasta Lake on August 30, 2014 in Lakehead, California . Authors of the study say because not enough is being done to combat climate change emissions the chances of a 'megadrought' are becoming increasingly likely . Animal prints are visible in dry cracked earth on the banks of Shasta Lake in Lakehead, California, as the state experiences one of the worst droughts in a decade . A paddleboarder floats on the waters of Shasta Lake at Holiday Harbor in California which is filled with houseboats . The Digger Bay marina sits in the low waters of Shasta Lake, which is now several hundred metres from the concrete boat ramp (pictured in the foreground) Slopes of dry cracked earth show where the waters of Shasta Lake used to reach before it began drying out during California's drought . Lines running along the slopes of earth show how the surface of Shasta Lake in California has slowly dropped during the drought . A boat cruises along the remaining water at the bottom of Shasta Lake, but is dwarfed by the former banks of the lake rising up in the background . Dust bowl: Deer walk along the dusty, stony shores that used to be covered by water from Shasta Lake . Uncovered: An old bridge, which used to be hidden underneath the water, has been uncovered and is now visible near taller, more modern constructions . Experts have said that they cannot say when the Californian drought will end, but predicted that the conditions offer 'a glimpse of the future' A bridge support near the Shasta Marian Resort in California displays a 5mph for boats that used to travel down the river before it dried up . As the drought in California continues for a third year, the water level in Shasta Lake is now at its lowest level since 1977 . There is now less than 30 per cent of the water left in Shasta Lake, California (pictured) as the drought there enters its third year . Experts are warning that current conditions in California could provide a glimpse into the future of the southwest thanks to climate change .",human,0
"Glycolytic flux oscillations in yeast cell populations synchronize via acetaldehyde-mediated intercellular coupling, exhibiting collective limit-cycle entrainment dynamics.",Anthropic,2
"  The response of degree-correlated scale-free attractor networks to stimuli is
studied. We show that degree-correlated scale-free networks are robust to
random stimuli as well as the uncorrelated scale-free networks, while
assortative (disassortative) scale-free networks are more (less) sensitive to
directed stimuli than uncorrelated networks. We find that the
degree-correlation of scale-free networks makes the dynamics of attractor
systems different from uncorrelated ones. The dynamics of correlated scale-free
attractor networks result in the effects of degree correlation on the response
to stimuli.
",human,0
"October 6, 2013 -  The nation is holding its breath as the government teeters on the brink of a shutdown, with politicians locked in a heated debate over, well, nobody really knows anymore. But amidst the political posturing and finger-pointing, one question looms large: how will this whole mess affect women?

Experts are divided. Some, like Dr. Brenda Smith, a sociologist specializing in the impact of government shutdowns on household chores, predict a surge in domestic labor for women. ""With federal employees furloughed,"" Dr. Smith explains, ""the burden of household tasks, from cooking and cleaning to childcare and pet-sitting, will inevitably fall disproportionately on women.""

Others, like comedian and self-proclaimed ""domestic goddess"" Tiffany Jones, offer a more humorous take. ""Honestly,"" Jones quipped during a recent stand-up routine, ""the only thing the government shutdown will affect is my ability to get a decent cup of coffee at the DMV. And let's be real, that's a problem for everyone, not just women.""

Jokes aside, the potential impact of the shutdown on women's lives is a serious concern. Many women rely on government services, such as healthcare and childcare, which could be disrupted during a shutdown. Additionally, women are more likely to work in sectors that are vulnerable to economic downturns, meaning they could be disproportionately affected by job losses.

However, amidst the uncertainty, there are also glimmers of hope. Some women are viewing the shutdown as an opportunity to connect with their families and communities. ""Maybe this is a chance to rediscover the simple things in life,"" says Sarah Miller, a stay-at-home mom. ""Bake some cookies, play board games, and actually talk to my husband without the distraction of our phones.""

Ultimately, the impact of the government shutdown on women remains to be seen. But one thing is certain: women, as always, will find a way to navigate the challenges and emerge stronger on the other side.",google,1
Molecular dynamics simulation force field accuracy for protein folding benchmarks requires polarizable charge models capturing electronic response to local electrostatic environment.,Anthropic,2
Mitotic spindle checkpoint satisfaction requires kinetochore-microtubule amphitelic attachment sensed by Aurora B kinase tension-dependent phosphorylation gradients.,Anthropic,2
"ISLAMABAD, Pakistan (CNN) -- Iran has condemned the kidnapping of one of its diplomats in northwest Pakistan on Thursday, calling it an ""act of terrorism,"" an Iranian foreign ministry spokesman said. Pakistani policemen inspect a bullet-riddled car of a kidnapped Iranian diplomat on Thursday. ""Pakistan should do its best to protect foreign diplomats and their residential places,"" the spokesman Hassan Qashqavi said, according to Iran's state-run IRNA news agency. At least four gunmen abducted Heshmatollah Attarzadeh near his home in Peshawar as he headed to work at the Iranian consulate, according to Pakistani police and Iranian diplomatic officials. His bodyguard, a Pakistani police officer, was shot and killed when the two men tried to resist, a Peshawar police official said. Pakistan's Foreign Minister Shah Mahmood Qureshi also ""strongly condemned"" the attack, and informed Iran that the government ""will take all necessary measures for his safe and early recovery."" Attarzadeh is a commercial attache for the Iranian consulate in Peshawar. It is the second attack targeting a foreign worker in Peshawar in two days. An American aid worker was shot and killed outside the Iranian consulate in Peshawar on Wednesday. Stephen Vance worked for a non-profit foundation funded by the U.S. Agency for International Development that helped find jobs for people in Pakistan's tribal regions, according to a statement from his employer, the Cooperative Housing Foundation International. ""Stephen had fully immersed himself in the community in which he worked,"" the statement said. ""He dressed traditionally and even sent his children to local schools."" Vance, 52, a native of California, is survived by his wife and five children -- all of whom lived with him in Peshawar -- CHF International official Bill Holbrook told CNN. The attacks come less than three months after gunmen opened fire on a vehicle carrying the senior U.S. diplomat in Peshawar, Lynne Tracy. She escaped unharmed. Peshawar is the capital of Pakistan's North West Frontier Province, an area rife with Islamic extremists and the site of recent clashes between security forces and militants. In late June, Pakistan's military launched an offensive in the province -- the biggest push against extremists in the tribal region since the civilian government took power in March. Islamic militants vowed to retaliate. Since then, militants have launched several deadly attacks. Pakistan's new government has tried to negotiate a deal with militants as part of its efforts to bypass military might and achieve peace through talks.",human,0
"the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart ",human,0
"This research paper aims to investigate the torsional oscillations of longitudinally inhomogeneous coronal loops, which are important features of the solar corona. The study uses numerical simulations to explore the effects of longitudinal inhomogeneity on the oscillation behavior of coronal loops. The results show that the presence of longitudinal inhomogeneity significantly alters the oscillation frequency and damping rate of the loops. Additionally, it is observed that the amplitude of the oscillations is influenced by the degree of inhomogeneity. These findings have important implications for the interpretation of observations of coronal loop oscillations and contribute to our understanding of the physical processes at work in the solar corona.",openai,4
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",human,0
"This research paper presents the results of multisite campaigns on two pulsating subdwarf B stars, PG 1618+563B and PG 0048+091. The aim of the study was to investigate the pulsation properties of these stars through photometric and spectroscopic observations. The analysis revealed several new pulsation modes in PG 1618+563B and confirmed the presence of previously identified modes in PG 0048+091. Additionally, the results showed that the pulsation properties of these stars are influenced by their atmospheric parameters. Overall, this study provides new insights into the pulsation properties of subdwarf B stars and highlights the importance of multisite campaigns in studying these objects.",openai,4
"Kazakhstan today issued an official ‘thank you’ to Sacha Baron Cohen for his comedy character Borat who lampooned its people. His 2006 film depicting a mock Kazakh TV journalist led to a huge boost in tourism and helped put the oil-rich former Soviet state on the map, Foreign Minister Yerzhan Kazykhanov admitted in parliament. 'I salute ‘Borat’ for helping attract tourists to Kazakhstan,' he said. Offense: Sacha Baron Cohen as Borat was initially met with outrage by Kazachstan . 'With the release of this film, the number of visas issued by Kazakhstan grew tenfold.' It took six years for the a top Kazakh official to admit anything other than disgust at the portrayal of his country in Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan. Earlier the movie was banned in Kazakhstan, and tensions were inflamed when the Olympic Committee of Asia accidentally played Borat’s spoof Kazakh national anthem during an awards ceremony for shooting medals in Kuwait. Yet despite the diplomatic blunder, The Kazakh athlete who was the recipient . of the major error, Maria Dmitrienko, refused to be flustered, and . continued to the end of the made-up song. The . rest of her shooting team, for who she has just won the gold medal for, . were less than impressed however, and demanded the ceremony be re-run . as well as a full apology made. Cringewothy: The viewing of the Borta movie was painful for Kazachstan - but the interest in the country is caused led to a tenfold increase in visa requests . Among the lyrics was the verse: 'Kazakhstan’s prostitutes cleanest in the region. 'Except of course Turkmenistan’s' The Kazakh embassy in London was put under 'strict orders' to ensure British officials are aware of the correct anthem to ensure no embarrassing repeat at the London Olympics in July. Kazakh competitors are also being trained in their own anthem so they can immediately protest if the spoof version in played. Many of the country’s Olympic team are ethnic Russians who do not speak Kazakh, so they are being given a crash course in the words.",human,0
"New York, NY - January 14, 2016 -  The New York Magazine has emerged as a frontrunner in the 2016 National Magazine Awards, securing a leading nine nominations across various categories. This impressive showing solidifies the publication's position as a powerhouse in the magazine industry, known for its sharp writing, in-depth reporting, and captivating storytelling.

The nominations span a diverse range of topics, reflecting the magazine's commitment to covering a wide spectrum of issues that resonate with its readership.

""We are incredibly honored to be recognized by the National Magazine Awards,"" said David Remnick, Editor-in-Chief of The New York Magazine. ""These nominations are a testament to the hard work and dedication of our talented team of writers, editors, and photographers. We strive to produce journalism that is both insightful and engaging, and we are thrilled that our efforts have been acknowledged.""

Among the notable nominations are:

* General Excellence: This prestigious award recognizes the overall excellence of a magazine's content, design, and editorial vision. The New York Magazine's nomination in this category highlights its consistent commitment to producing high-quality journalism.

* Feature Writing: The magazine received two nominations in this category for its compelling and thought-provoking feature articles.

* Reporting: The New York Magazine's investigative reporting on [insert fictional topic] earned it a nomination for its meticulous research and impactful storytelling.

* Photography: The magazine's stunning photography, capturing both the beauty and the grit of New York City, was recognized with a nomination.

The National Magazine Awards are considered the highest honor in the magazine industry, recognizing excellence in journalism, writing, photography, and design. The winners will be announced at a ceremony in New York City in [Month, Year].

The New York Magazine's impressive nomination haul is a testament to its enduring influence and its ability to connect with readers on a meaningful level. As the magazine continues to evolve and adapt to the changing media landscape, it remains a vital voice in American journalism.",google,1
"By . Priyanka Srivastava . PUBLISHED: . 12:02 EST, 22 May 2013 . | . UPDATED: . 01:39 EST, 23 May 2013 . The teenage son of a woman who has languished in jail for almost two decades in India for the want of £119 in bail money has finally secured his mother's release. Kanhaiya Kumari, 19, was born in prison to Vijaya, 48, who was arrested in 1993 in relation to a case involving the murder of one of her neighbours in India's Aligarh district. She was granted bail in 1994 but - abandoned by her husband - was unable to provide the 10,000 rupee surety required to secure her freedom. Now she has been reunited with her son, after he worked to earn the bail money and lobbied a High Court for his mother's release. Together: Kanhaiya (left) moved Allahabad High Court to grant his mother Vijaya Kumari (right) bail after he was himself released from his juvenile home in Lucknow last year . Mrs Kumari has denied any involvement in the historic murder case in the village of Mahrauni in Aligarh. Arrested while five months pregnant, she gave birth to Kanhaiya while incarcerated, after which mother and son were sent to the Nari Niketan prison in Lucknow, Uttar Pradesh. Mrs Kumari was granted bail by a court in 1994, but her husband refused to post the 10,000 rupee bail money. Kanhaiya was sent to a juvenile remand home in Lucknow at the age of 11, where he spent seven years before his release last year. As soon as he was allowed to leave the home, Kanhaiya got a job in a factory and set about earning the bail money to free his mother. He lobbied the Allahabad High Court for Mrs Kumari's release, and she was finally granted bail and reunited with her son outside the prison walls on May 5. 'Vijaya's story is amazing. Her son, born in jail, finally brought her out,' said Nari Niketan superintendent Shashi Srivastava.",human,0
a barf bag ,human,0
"Doctor At MSF Hospital Hit By U.S. Bombs: ""Our Colleagues Didn't Die Peacefully Like In The Movies""

THE WORLDPOST - April 6, 2016

The air hung heavy with the smell of smoke and dust as Dr. Anya Petrova surveyed the wreckage of the Médecins Sans Frontières (MSF) hospital in the besieged Syrian city of Al-Raqqa. The once-peaceful haven for the wounded had been transformed into a scene of unimaginable devastation.

""It was a direct hit,"" Dr. Petrova, her voice trembling with exhaustion and grief, told The WorldPost. ""The bombs came from the sky, raining down on us while we were trying to save lives. We had no warning, no time to react.""

The attack, which occurred late Tuesday night, killed 17 MSF staff members, including doctors, nurses, and support workers. Dozens more were injured, many critically. The hospital, which served as a lifeline for civilians caught in the crossfire of the ongoing conflict, was rendered completely unusable.

""They were our colleagues, our friends,"" Dr. Petrova said, her eyes welling up. ""They were dedicated to helping the most vulnerable people in this war-torn city. They didn't deserve this.""

The U.S. military has acknowledged the airstrike, claiming it was a ""mistake"" and that the hospital was mistakenly identified as a ""command center"" for the Islamic State group. However, MSF vehemently denies these claims, insisting that the hospital was clearly marked with international symbols and that there was no evidence of any IS presence on the premises.

""Our colleagues didn't die peacefully like in the movies,"" Dr. Petrova said, her voice hardening with anger. ""They died in agony, surrounded by the screams of the wounded. This was a deliberate act of violence against innocent people.""

The attack has sparked international outrage, with human rights groups and world leaders condemning the U.S. military for the ""unacceptable"" loss of life. The incident has also raised serious questions about the accuracy of U.S. intelligence and the potential for civilian casualties in the ongoing fight against IS.

""This tragedy is a stark reminder of the devastating human cost of war,"" said Dr. Petrova. ""We must hold those responsible accountable and ensure that such atrocities never happen again.""

The WorldPost will continue to follow this developing story.",google,1
"Entanglement is a fundamental concept in quantum mechanics and plays a crucial role in many quantum technologies. In this research paper, we investigate whether local interactions with not-completely-positive maps can increase entanglement. We introduce a novel technique to study the dynamics of entanglement and apply it to a set of model systems. We find that, under certain conditions, the entanglement between two subsystems can indeed increase due to the local interactions with not-completely-positive maps. This result has important implications for the design of quantum devices and sheds light on the fundamental questions of non-Markovianity and quantum correlations. Our work highlights the need for a deeper understanding of the role of not-completely-positive maps in the dynamics of quantum entanglement.",openai,4
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,human,0
"Trump Scrambles For A Win -- Any Win, Really -- As He Nears 100 Days

Washington D.C., April 21, 2017 -  As President Donald Trump approaches his 100th day in office, a sense of urgency hangs heavy in the air.  Despite a flurry of executive orders and fiery rhetoric, the Trump administration has yet to secure a major legislative victory, leaving many wondering if the honeymoon phase is over and the honeymoon hangover has set in.

The early days of the Trump presidency were marked by a series of executive orders, including the controversial travel ban targeting citizens from several Muslim-majority countries. While these actions garnered fervent support from his base, they also sparked widespread protests and legal challenges, ultimately leading to a revised version of the ban being upheld by the Supreme Court.

The administration's attempts to repeal and replace the Affordable Care Act have also been met with fierce opposition, both from Democrats and a handful of Republicans. The ""skinny repeal"" bill, a scaled-down version of the original plan, failed to pass the Senate in a dramatic late-night vote, leaving the future of healthcare reform in limbo.

Adding to the pressure, Trump's approval ratings have dipped below 40%, according to recent polls. This decline has fueled speculation about the president's ability to effectively govern and implement his ambitious agenda.

""The honeymoon is over,"" said political analyst Dr. Sarah Jenkins. ""The president needs to deliver on his promises or risk losing the support of his base and the American people.""

The White House insists that the administration is making progress on key priorities, pointing to the appointment of conservative judges and the deregulation of certain industries. However, critics argue that these actions are largely symbolic and fail to address the pressing issues facing the country.

With the 100-day mark looming, the Trump administration is facing a critical juncture. The president's ability to unite his party, overcome partisan gridlock, and deliver tangible results will determine whether his presidency is remembered as a period of transformative change or a time of political turmoil.",google,1
"This research paper presents Swift observations of the 2006 outburst of the recurrent nova RS Ophiuchi, along with 1D hydrodynamical models of wind-driven shocks. The observations were conducted using the Swift satellite, and the models were developed to better understand the dynamics of the outburst. The results demonstrate that wind-driven shocks likely play a key role in the outburst of RS Ophiuchi, and that further studies of such shocks could lead to a better understanding of the physics of novae. Furthermore, the findings suggest that the Swift satellite is a valuable tool for studying novae and other astrophysical phenomena.",openai,4
BlueRidge Private Equity acquires a leading educational technology company.,google,1
The research aligns with current trends in the industry.,openai,4
The project team displayed creativity in problem-solving.,openai,4
"i dont validate surveys, it takes too much time",human,0
the trappings of i spy are so familiar you might as well be watching a rerun . ,human,0
"DATE: March 13, 2017

ARTS & CULTURE

In a historic move, four prominent Black artists have come together to purchase the childhood home of legendary singer and civil rights activist Nina Simone. The property, located in Tryon, North Carolina, is a significant piece of American cultural heritage and a testament to the enduring legacy of the iconic musician.

The group of artists, which includes Grammy-winning singer-songwriter Erykah Badu, poet and playwright Nikki Giovanni, visual artist Kehinde Wiley, and jazz musician Robert Glasper, announced their joint purchase of the home on Monday. The property, which was built in the 1930s, served as Simone's family's residence from 1933 to 1946.

""We are thrilled to have come together to preserve this piece of American history,"" said Erykah Badu in a statement. ""Nina Simone's music and legacy continue to inspire and uplift us, and we feel honored to be a part of her story.""

The purchase of the home is a significant step in preserving the cultural heritage of the African American community. Nina Simone's music and activism continue to be celebrated around the world, and her childhood home is a tangible connection to her life and legacy.

The property, which has been vacant for several years, will be restored to its original grandeur and will serve as a cultural center and museum dedicated to Simone's life and work. The center will feature exhibits, performances, and educational programs that celebrate Simone's music, art, and activism.

""We envision the Nina Simone Childhood Home as a vibrant cultural hub that will inspire and educate visitors from around the world,"" said Nikki Giovanni. ""We are committed to preserving the history and legacy of this incredible woman and her music.""

The purchase of the home is also a testament to the power of collaboration and community. The four artists came together through a shared passion for Simone's music and legacy, and their joint effort has made it possible to preserve this significant piece of American cultural heritage.

The Nina Simone Childhood Home is expected to open to the public in the fall of 2018, pending restoration and renovation. The center will be a must-visit destination for fans of Simone's music and anyone interested in American cultural history.

As the world continues to celebrate the life and legacy of Nina Simone, this historic purchase is a reminder of the enduring power of her music and the importance of preserving our cultural heritage.",meta,3
"  The intercombination line of Strontium at 689nm is successfully used in laser
cooling to reach the photon recoil limit with Doppler cooling in a
magneto-optical traps (MOT). In this paper we present a systematic study of the
loading efficiency of such a MOT. Comparing the experimental results to a
simple model allows us to discuss the actual limitation of our apparatus. We
also study in detail the final MOT regime emphasizing the role of gravity on
the position, size and temperature along the vertical and horizontal
directions. At large laser detuning, one finds an unusual situation where
cooling and trapping occur in the presence of a high bias magnetic field.
",human,0
